/
gt1.gt_emin        0.0000
gt1.gt_emax        0.0000
gt2.gt_emin        0.0000
gt2.gt_emax        0.0000
gt3.gt_emin        0.0000
gt3.gt_emax        0.0000
gt4.gt_emin        0.0000
gt4.gt_emax        0.0000
gt5.gt_emin        0.0000
gt5.gt_emax        0.0000
gt6.gt_emin        0.0000
gt6.gt_emax        0.0000
gt7.gt_emin        0.0000
gt7.gt_emax        0.0000
gt8.gt_emin        0.0000
gt8.gt_emax        0.0000
gt9.gt_emin        0.0000
gt9.gt_emax        0.0000
gt10.gt_emin        0.0000
gt10.gt_emax        0.0000
gt11.gt_emin        0.0000
gt11.gt_emax        0.0000
gt12.gt_emin        0.0000
gt12.gt_emax        0.0000
gt13.gt_emin        0.0000
gt13.gt_emax        0.0000
gt14.gt_emin        0.0000
gt14.gt_emax        0.0000
gt15.gt_emin        0.0000
gt15.gt_emax        0.0000
gt16.gt_emin        0.0000
gt16.gt_emax        0.0000
gt17.gt_emin        0.0000
gt17.gt_emax        0.0000
gt18.gt_emin        0.0000
gt18.gt_emax        0.0000
/;
